CPU	 1	 0.016675
CPU	 5	 0.01665
CPU	 9	 0.016675
CPU	 3	 0.016675
CPU	 7	 0.016675
CPU	 11	 0.016675
CPU	 13	 0.016675
CPU	 17	 0.033325
CPU	 19	 0.033325
CPU	 15	 0.016675
CPU	 21	 0.03335
CPU	 23	 0.01665
CPU	 25	 0.016675
CPU	 27	 0.033325
CPU	 31	 0.016675
CPU	 29	 0.083325
CPU	 33	 0.016675
CPU	 35	 0.016675
CPU	 37	 0.016675
CPU	 39	 0.016675
CPU	 41	 0.033325
CPU	 43	 0.016675
CPU	 45	 0.033325
CPU	 49	 0.03335
CPU	 47	 0.06665
IO	 8	 1018.98
IO	 38	 1018.92
IO	 36	 1019.4
IO	 20	 1021.13
IO	 34	 1020.85
IO	 6	 1021.48
IO	 12	 1021.67
IO	 30	 1021.63
IO	 16	 1022.28
IO	 44	 1022.23
IO	 2	 1023.27
IO	 18	 1023.27
IO	 40	 1022.95
IO	 14	 1023.55
IO	 4	 1023.88
IO	 26	 1023.52
IO	 0	 1024.03
IO	 48	 1023.13
IO	 24	 1024.02
IO	 32	 1024
IO	 22	 1024.28
IO	 28	 1024.13
IO	 42	 1023.87
IO	 10	 1024.6
IO	 46	 1023.83
