CPU	 3	 0.016675
CPU	 13	 0.016675
CPU	 9	 0.016675
CPU	 11	 0.05
CPU	 5	 0.016675
CPU	 1	 0.01665
CPU	 7	 0.01665
CPU	 15	 0.016675
CPU	 19	 0.033325
CPU	 23	 0.033325
CPU	 21	 0.01665
CPU	 17	 0.016675
CPU	 25	 0.016675
CPU	 27	 0.01665
CPU	 29	 0.016675
CPU	 35	 0.016675
CPU	 33	 0.03335
CPU	 31	 0.01665
CPU	 41	 0.016675
CPU	 37	 0.03335
CPU	 39	 0.016675
CPU	 45	 0.01665
CPU	 43	 0.01665
CPU	 47	 0.016675
CPU	 49	 0.03335
CPU	 53	 0.03335
CPU	 55	 0.016675
CPU	 63	 0.01665
CPU	 51	 0.016675
CPU	 57	 0.01665
CPU	 59	 0.01665
CPU	 67	 0.06665
CPU	 65	 0.03335
CPU	 61	 0.116675
CPU	 69	 0.066675
CPU	 73	 0.016675
CPU	 77	 0.05
CPU	 71	 0.033325
CPU	 75	 0.03335
CPU	 79	 0.033325
CPU	 87	 0.016675
CPU	 83	 0.033325
CPU	 85	 0.01665
CPU	 81	 0.033325
CPU	 91	 0.05
CPU	 89	 0.033325
CPU	 99	 0.05
CPU	 93	 0.016675
CPU	 97	 0.03335
CPU	 95	 0.033325
CPU	 101	 0.033325
CPU	 107	 0.016675
CPU	 109	 0.083325
CPU	 105	 0.11665
CPU	 103	 0.016675
CPU	 113	 0.033325
CPU	 111	 0.03335
CPU	 115	 0.033325
CPU	 117	 0.016675
CPU	 119	 0.03335
CPU	 125	 0.016675
CPU	 121	 0.083325
CPU	 123	 0.016675
CPU	 129	 0.1
CPU	 131	 0.01665
CPU	 127	 0.03335
CPU	 135	 0.05
CPU	 137	 0.066675
CPU	 133	 0.03335
CPU	 139	 0.033325
CPU	 141	 0.05
CPU	 143	 0.01665
CPU	 145	 0.05
CPU	 149	 0.016675
CPU	 153	 0.06665
CPU	 147	 0.06665
CPU	 155	 0.03335
CPU	 151	 0.05
CPU	 163	 0.033325
CPU	 157	 0.033325
CPU	 161	 0.05
CPU	 159	 0.06665
CPU	 169	 0.016675
CPU	 165	 0.1
CPU	 167	 0.066675
CPU	 171	 0.03335
CPU	 177	 0.01665
CPU	 173	 0.016675
CPU	 181	 0.01665
CPU	 183	 0.133325
CPU	 175	 0.05
CPU	 185	 0.066675
CPU	 191	 0.016675
CPU	 187	 0.266675
CPU	 193	 0.033325
CPU	 179	 0.08335
CPU	 197	 0.033325
CPU	 189	 0.05
CPU	 195	 0.06665
CPU	 199	 0.033325
IO	 20	 4089.72
IO	 118	 4090.47
IO	 116	 4094.55
IO	 140	 4095.95
IO	 10	 4107.23
IO	 54	 4106.48
IO	 88	 4106.73
IO	 44	 4110.02
IO	 46	 4111.02
IO	 50	 4112.43
IO	 76	 4112.38
IO	 190	 4105.12
IO	 16	 4115.72
IO	 148	 4110.65
IO	 106	 4113.62
IO	 30	 4117.07
IO	 12	 4117.83
IO	 2	 4118.38
IO	 18	 4118.02
IO	 24	 4119.48
IO	 92	 4117.85
IO	 70	 4118.9
IO	 28	 4120.4
IO	 96	 4118.28
IO	 78	 4118.88
IO	 198	 4111.25
IO	 160	 4115.1
IO	 58	 4120.62
IO	 74	 4120.23
IO	 32	 4121.57
IO	 180	 4113.78
IO	 56	 4121.58
IO	 110	 4120
IO	 98	 4120.87
IO	 156	 4117.5
IO	 36	 4123.23
IO	 62	 4122.6
IO	 38	 4123.12
IO	 178	 4115.52
IO	 22	 4123.68
IO	 82	 4121.82
IO	 66	 4122.8
IO	 182	 4115.97
IO	 0	 4124.68
IO	 42	 4124.3
IO	 188	 4115.97
IO	 4	 4125.33
IO	 132	 4121.07
IO	 84	 4123.88
IO	 6	 4125.73
IO	 60	 4125.48
IO	 152	 4120.8
IO	 26	 4126.78
IO	 146	 4121.62
IO	 174	 4119.43
IO	 48	 4126.55
IO	 166	 4120.85
IO	 134	 4123.3
IO	 34	 4127.62
IO	 64	 4126.83
IO	 128	 4123.85
IO	 112	 4125.12
IO	 136	 4123.62
IO	 102	 4125.55
IO	 150	 4122.88
IO	 158	 4122.18
IO	 100	 4126.02
IO	 14	 4128.67
IO	 86	 4127.03
IO	 164	 4121.95
IO	 52	 4127.98
IO	 90	 4126.77
IO	 176	 4120.9
IO	 104	 4126.37
IO	 68	 4128.02
IO	 192	 4120.17
IO	 138	 4124.28
IO	 94	 4127.15
IO	 186	 4120.63
IO	 80	 4128.13
IO	 196	 4119.93
IO	 108	 4126.95
IO	 8	 4130.1
IO	 114	 4126.9
IO	 120	 4126.73
IO	 168	 4123.1
IO	 122	 4126.52
IO	 144	 4124.92
IO	 40	 4129.8
IO	 184	 4121.85
IO	 170	 4123.2
IO	 142	 4125.32
IO	 124	 4126.77
IO	 130	 4126.47
IO	 72	 4129.3
IO	 172	 4123.03
IO	 154	 4124.8
IO	 126	 4126.87
IO	 162	 4124.3
IO	 194	 4121.2
